wp_ID,wp_post_title,wp_post_name,cf__sku,Source
3114,Chunky Beaded Necklace - Black,chunky-beaded-necklace-black,BRACE020,beaded-necklace-black.html
3118,Chunky Beaded Necklace - Multi Colour,chunky-beaded-necklace-multi-colour,BRACE021,beaded-necklace-multi-colour.html
3122,Chunky Beaded Necklace - Red,chunky-beaded-necklace-red,BRACE022,beaded-necklace-red.html
3123,Chunky Beaded Necklace - Gold,chunky-beaded-necklace-gold,BRACE023,beaded-necklace-gold.html
3131,One Direction Silicone Band  - So In Love With One Direction,one-direction-silicone-band-so-in-love-with-one-direction,BRACE025,silicone-band-so-in-love-with-one-direction.html
3135,One Direction Silicone Band  - You Don't Know You're Beautiful,one-direction-silicone-band-you-don-t-know-you-re-beautiful,BRACE026,silicone-band-you-don-t-know-you-re-beautiful.html
3139,One Direction Silicone Band  - You Got That One Thing,one-direction-silicone-band-you-got-that-one-thing,BRACE027,silicone-band-you-got-that-one-thing.html
3143,One Direction Silicone Band  - That's What Makes You Beautiful,one-direction-silicone-band-that-s-what-makes-you-beautiful,BRACE028,silicone-band-that-s-what-makes-you-beautiful.html
3147,One Direction Silicone Band  - I Love One Direction,one-direction-silicone-band-i-love-one-direction,BRACE029,silicone-band-i-love-one-direction.html
3151,"One Direction Silicone Band  - It's Not An Obsession, It's Dedication",one-direction-silicone-band-it-s-not-an-obsession-it-s-dedication,BRACE030,silicone-band-it-s-not-an-obsession-it-s-dedication.html
3155,One Direction Silicone Band  - I Love Niall,one-direction-silicone-band-i-love-niall,BRACE031,silicone-band-i-love-niall.html
3159,One Direction Silicone Band  - I Love Harry,one-direction-silicone-band-i-love-harry,BRACE032,silicone-band-i-love-harry.html
3163,One Direction Silicone Band  - I Love Liam,one-direction-silicone-band-i-love-liam,BRACE033,silicone-band-i-love-liam.html
3171,One Direction Silicone Band  - I Love Zayn,one-direction-silicone-band-i-love-zayn,BRACE035,silicone-band-i-love-zayn.html
3167,One Direction Silicone Band  - I Love Louise,one-direction-silicone-band-i-love-louise,BRACE034,silicone-band-i-love-louise.html
3352,Feather Earrings  - Pink,feather-earrings-pink,EAR007,feather-earrings-pink.html
3182,Sterling Silver Hoop Earrings,sterling-silver-hoop-earrings,EAR003,double-layer-silver-hoop-earrings-silver.html
3178,Gold Chain Necklace,gold-chain-necklace,BRACE036,chain-necklace-gold.html
3185,Sterling Silver Hoop Earrings,sterling-silver-hoop-earrings-2,EAR004,big-hoop-earrings-silver.html
3202,Nail Stickers - Solid Silver,nail-stickers-solid-silver,NAIL025,nail-stickers-solid-silver.html
3204,All In One Bracelet - Red,all-in-one-bracelet-red,BRACE037,all-in-one-bracelet-red.html
3208,All In One Bracelet - Blue,all-in-one-bracelet-blue,BRACE038,all-in-one-bracelet-blue.html
3212,Leather Bracelet Wrist Watch - Green,leather-bracelet-wrist-watch-green,BRACE039,leather-bracelet-wrist-watch-green.html
3216,Assorted Nail Stickers - Assorted 2pk,assorted-nail-stickers-assorted-2pk,NAIL026,assorted-nail-stickers-2-pack-assorted.html
3226,Graduated Drop Necklace - Silver,graduated-drop-necklace-silver,NECK007,graduated-drop-necklace-silver.html
3228,Two Way Nail Art - Black,two-way-nail-art-black,NAIL001,two-way-nail-art-black.html
3230,Two Way Nail Art - Lavender,two-way-nail-art-lavender,NAIL002,two-way-nail-art-lavender.html
3231,Two Way Nail Art - White,two-way-nail-art-white,NAIL003,two-way-nail-art-white.html
3233,Two Way Nail Art - Maroon,two-way-nail-art-maroon,NAIL004,two-way-nail-art-maroon.html
3235,Two Way Nail Art - Lilac,two-way-nail-art-lilac,NAIL005,two-way-nail-art-lilac.html
3236,Two Way Nail Art - Red,two-way-nail-art-red,NAIL006,two-way-nail-art-red.html
3238,Two Way Nail Art - Green,two-way-nail-art-green,NAIL007,two-way-nail-art-green.html
3239,Two Way Nail Art - Light Pink,two-way-nail-art-light-pink,NAIL008,two-way-nail-art-light-pink.html
3240,Two Way Nail Art - Rust Orange,two-way-nail-art-rust-orange,NAIL009,two-way-nail-art-rust-orange.html
3241,Two Way Nail Art - Emerald Green,two-way-nail-art-emerald-green,NAIL010,two-way-nail-art-emerald-green.html
3242,Two Way Nail Art - Dark Pink,two-way-nail-art-dark-pink,NAIL011,two-way-nail-art-dark-pink.html
3243,Two Way Nail Art - Brown,two-way-nail-art-brown,NAIL012,two-way-nail-art-brown.html
3244,Two Way Nail Art - Silver Glitter,two-way-nail-art-silver-glitter,NAIL013,two-way-nail-art-silver-glitter.html
3246,Two Way Nail Art - Yellow,two-way-nail-art-yellow,NAIL014,two-way-nail-art-yellow.html
3248,Two Way Nail Art - Peach,two-way-nail-art-peach,NAIL015,two-way-nail-art-peach.html
3249,Two Way Nail Art - Dark Brown,two-way-nail-art-dark-brown,NAIL016,two-way-nail-art-dark-brown.html
3250,Two Way Nail Art - Turquoise,two-way-nail-art-turquoise,NAIL017,two-way-nail-art-turquoise.html
3251,Bohemian Style Beaded Bracelet - Yellow,bohemian-style-beaded-bracelet-yellow,BRACE001,bohemian-multi-layer-bracelet-yellow.html
3255,Bohemian Style Beaded Bracelet - Green,bohemian-style-beaded-bracelet-green,BRACE002,bohemian-multi-layer-bracelet-green.html
3259,Bohemian Style Beaded Bracelet - Blue,bohemian-style-beaded-bracelet-blue,BRACE003,bohemian-multi-layer-bracelet-blue.html
3263,Bohemian Style Beaded Bracelet  - Pink,bohemian-style-beaded-bracelet-pink,BRACE004,bohemian-multi-layer-bracelet-pink.html
3267,Bohemian Style Beaded Bracelet - Purple,bohemian-style-beaded-bracelet-purple,BRACE005,bohemian-multi-layer-bracelet-purple.html
3271,Bohemian Anchor Bracelet - Baby Pink,bohemian-anchor-bracelet-baby-pink,BRACE006,bohemian-anchor-bracelet-baby-pink.html
3275,Bohemian Anchor Bracelet - Pink,bohemian-anchor-bracelet-pink,BRACE007,bohemian-anchor-bracelet-pink.html
3283,Bohemian Anchor Bracelet - Black,bohemian-anchor-bracelet-black,BRACE009,bohemian-anchor-bracelet-black.html
3287,Rhinestone Choker - Lime Green,rhinestone-choker-lime-green,NECK001,rhinestone-choker-lime-green.html
3292,Rhinestone Choker - Yellow,rhinestone-choker-yellow,NECK002,rhinestone-choker-yellow.html
3296,Rhinestone Choker - Black,rhinestone-choker-black,NECK003,rhinestone-choker-black.html
3300,Rhinestone Choker - Turquoise,rhinestone-choker-turquoise,NECK004,rhinestone-choker-turquoise.html
3304,Layered Chain Necklace,layered-chain-necklace,NECK005,multi-layer-casual-chain.html
3308,Sterling Silver Tear Drop Earrings - Silver ,sterling-silver-tear-drop-earrings-silver,EAR001,sterling-silver-tear-drop-earrings.html
3312,Triple Band Ring - Silver,triple-band-ring-silver,RING001,triple-band-ring.html
3315,Starfish Charm Bracelet,starfish-charm-bracelet,BRACE010,starfish-charm-bracelet.html
3319,Candy Coloured Geometrical Drop Pendants - Blue,candy-coloured-geometrical-drop-pendants-blue,NECK008,candy-coloured-pendants-blue.html
3323,Candy Coloured Geometrical Drop Pendants - Orange,candy-coloured-geometrical-drop-pendants-orange,NECK009,candy-coloured-pendants-orange.html
3327,Candy Coloured Geometrical Drop Pendants - Pink,candy-coloured-geometrical-drop-pendants-pink,NECK010,candy-coloured-pendants-pink.html
3331,Candy Coloured Geometrical Drop Pendants - White,candy-coloured-geometrical-drop-pendants-white,NECK011,candy-coloured-pendants-white.html
3336,Candy Coloured Geometrical Drop Pendants - Green,candy-coloured-geometrical-drop-pendants-green,NECK012,candy-coloured-pendants-green.html
3344,Big Bubble Beaded Necklace - Multi Color,big-bubble-beaded-necklace-multi-color,NECK018,bubble-beaded-necklace-multi-color.html
3357,Feather Earrings  - Black,feather-earrings-black,EAR010,feather-earrings-black.html
3363,Feather Earrings  - Red,feather-earrings-red,EAR013,feather-earrings-red.html
3359,Feather Earrings  - Purple,feather-earrings-purple,EAR011,feather-earrings-purple.html
3361,Feather Earrings  - Green,feather-earrings-green,EAR012,feather-earrings-green.html
3367,Feather Earrings  - Brown,feather-earrings-brown,EAR015,feather-earrings-brown.html
3391,Authentic Handmade Bag (Large) - Purple,authentic-handmade-bag-large-purple,BAG010,handmade-bags-large-purple.html
3385,Authentic Handmade Bag  - Green,authentic-handmade-bag-green,BAG007,handmade-bags-green.html
3371,2 Broke Girls Inspired Necklace - Pearl,2-broke-girls-inspired-necklace-pearl,NECK019,2-broke-girls-inspired-necklace-pearl.html
3082,Mood Rings - Colour Changing,mood-rings-colour-changing,RING009,mood-rings-colour-changing.html
3222,Gemstone Ring - Gemstone,gemstone-ring-gemstone,RING010,gemstone-ring-gemstone.html
3345,Feather Earrings  - White,feather-earrings-white,EAR005,feather-earrings-white.html
3401,Basic Party Dress in Black - Large,basic-party-dress-in-black-large,BLDRS003,basic-party-dress-black-large.html
3400,Basic Party Dress in Black - Medium,basic-party-dress-in-black-medium,BLDRS002,basic-party-dress-black-medium.html
3399,Basic Party Dress in Black - Small,basic-party-dress-in-black-small,BLDRS001,basic-party-dress-black-small.html
3412,Black Strapless Party Dress - Medium,black-strapless-party-dress-medium,BBDRS002,black-strapless-party-dress-medium.html
3411,Black Strapless Party Dress - Small,black-strapless-party-dress-small,BBDRS001,black-strapless-party-dress-small.html
3398,Ruffled Leopard Print Skater Dress - Large,ruffled-leopard-print-skater-dress-large,LDDRS002,ruffled-leopard-print-skater-dress-large.html
3397,Ruffled Leopard Print Skater Dress - Small,ruffled-leopard-print-skater-dress-small,LDDRS001,ruffled-leopard-print-skater-dress-small.html
3424,Midnight Magic Lace Dressin Black - Small,midnight-magic-lace-dressin-black-small,SBDRS001,midnight-magic-lace-dress-black-small.html
3425,Midnight Magic Lace Dress in Black - Medium ,midnight-magic-lace-dress-in-black-medium,SBDRS002,midnight-magic-lace-dress-black-medium.html
3426,Midnight Magic Lace Dress in Black - Large,midnight-magic-lace-dress-in-black-large,SBDRS003,midnight-magic-lace-dress-black-large.html
3439,Sexy Black Beach Dress - Small,sexy-black-beach-dress-small,BDDRS001,sexy-black-beach-dress-small.html
3440,Sexy Black Beach Dress - Medium,sexy-black-beach-dress-medium,BDDRS002,sexy-black-beach-dress-medium.html
3441,Sexy Black Beach Dress - Large,sexy-black-beach-dress-large,BDDRS003,sexy-black-beach-dress-large.html
3387,Authentic Handmade Bag  - Grey,authentic-handmade-bag-grey,BAG008,handmade-bags-grey.html
3389,Authentic Handmade Bag (Large) - Pink,authentic-handmade-bag-large-pink,BAG009,handmade-bags-large-pink.html
3383,Authentic Handmade Bag  - Maroon,authentic-handmade-bag-maroon,BAG006,handmade-bags-maroon.html
3381,Authentic Handmade Bag (Mini) - Yellow,authentic-handmade-bag-mini-yellow,BAG004,handmade-bags-mini-yellow.html
3379,Authentic Handmade Bag (Mini) - Brown,authentic-handmade-bag-mini-brown,BAG003,handmade-bags-mini-brown.html
3377,Authentic Handmade Bag (Mini) - Pink,authentic-handmade-bag-mini-pink,BAG002,handmade-bags-mini-pink.html
3375,Authentic Handmade Bag (Mini) - Green,authentic-handmade-bag-mini-green,BAG001,handmade-bags-mini-green.html
3476,New fashion two different earrings top hat and boot,new-fashion-two-different-earrings-top-hat-and-boot,THB001,two-different-earrings.html
3393,Small (8-10),small-8-10,ADDRS001,small.html
3396,Medium (10-12),medium-10-12,ADDRS002,small-335.html
3460,Women's casual dangling earrings,women-s-casual-dangling-earrings,CDE001,women-s-casual-dangling-earrings.html
3452,5 X Assorted One Direction Silicon Bands,5-x-assorted-one-direction-silicon-bands,ONED001,5-x-assorted-one-direction-silicon-bands.html
3448,SKYBLUE Universal Magnetic PU Leather Case Cover 7 Inch,skyblue-universal-magnetic-pu-leather-case-cover-7-inch,CASE001,sky-blue-universal-magnetic-pu-leather-case-cover-stand-7-inch-tablet-android-pc.html
3456,Fun Rainbow Loom Band Kit-EBAY,fun-rainbow-loom-band-kit-ebay,LOOM002,fun-rainbow-loom-band-kit-ebay.html
3468,Women's retro vintage dangling earrings red,women-s-retro-vintage-dangling-earrings-red,VER001,vintage-earrings-red.html
3474,Women's punk style silver earrings,women-s-punk-style-silver-earrings,PSE001,punk-earrings-silver.html
3472,Women's beautiful bow shaped earrings gold,women-s-beautiful-bow-shaped-earrings-gold,BEG001,women-s-beautiful-bow-shaped-earrings-gold.html
3470,Women's vintage style dangling earrings orange,women-s-vintage-style-dangling-earrings-orange,VSO001,vintage-earrings-orange.html
3458,Women's elegant black and gold dangle earrings,women-s-elegant-black-and-gold-dangle-earrings,EBG001,dangle-earrings.html
3466,Women's casual half hoop earrings - Yellow,women-s-casual-half-hoop-earrings-yellow,HHY001,hoop-earring-yellow.html
3464,Women's casual half hoop earrings - Blue,women-s-casual-half-hoop-earrings-blue,HHB001,hoop-earring-blue.html
3462,Women's casual half hoop earrings - Pink,women-s-casual-half-hoop-earrings-pink,HHP001,women-s-casual-half-hoop-earrings-pink.html
3450,Fun Rainbow Loom Band Kit,fun-rainbow-loom-band-kit,LOOM001,fun-rainbow-loom-band-kit.html
3355,Feather Earrings  - Orange,feather-earrings-orange,EAR009,feather-earrings-orange.html
3340,Big Bubble Beaded Necklace - Blue,big-bubble-beaded-necklace-blue,NECK014,bubble-beaded-necklace-blue.html
3350,Feather Earrings  - Blue,feather-earrings-blue,EAR006,feather-earrings-blue.html
3353,Feather Earrings  - Yellow,feather-earrings-yellow,EAR008,feather-earrings-yellow.html
3339,Big Bubble Beaded Necklace - Yellow,big-bubble-beaded-necklace-yellow,NECK013,bubble-beaded-necklace-yellow.html
3365,Feather Earrings  - Peach,feather-earrings-peach,EAR014,feather-earrings-peach.html
3341,Big Bubble Beaded Necklace - Baby Blue,big-bubble-beaded-necklace-baby-blue,NECK015,bubble-beaded-necklace-baby-blue.html
3342,Big Bubble Beaded Necklace - Green,big-bubble-beaded-necklace-green,NECK016,bubble-beaded-necklace-green.html
3343,Big Bubble Beaded Necklace - Red,big-bubble-beaded-necklace-red,NECK017,bubble-beaded-necklace-red.html
3196,Nail Stickers - Patchy Silver,nail-stickers-patchy-silver,NAIL022,nail-stickers-patchy-silver.html
3191,Nail Stickers - Silver Polka Dot,nail-stickers-silver-polka-dot,NAIL019,nail-stickers-silver-polka-dot.html
3193,Nail Stickers - Hearts & Kisses,nail-stickers-hearts-kisses,NAIL020,nail-stickers-hearts-kisses.html
3101,Punk Style Leather Bracelet - Black,punk-style-leather-bracelet-black,BRACE015,leather-bracelet-black.html
3099,Punk Style Leather Bracelet - White,punk-style-leather-bracelet-white,BRACE014,multi-layer-leather-bracelet-white.html
3194,Nail Stickers - Gold Stripes,nail-stickers-gold-stripes,NAIL021,nail-stickers-gold-stripes.html
3198,Nail Stickers - Patchy Gold,nail-stickers-patchy-gold,NAIL023,nail-stickers-patchy-gold.html
3200,Nail Stickers - Silver Roses,nail-stickers-silver-roses,NAIL024,nail-stickers-silver-roses.html
3189,Nail Stickers - Skulls,nail-stickers-skulls,NAIL018,nail-stickers-skulls.html
